,Customer ID,RECENCY,FREQUENCY,MONETARY,FINAL_CLUSTER,SEGMENT
57,12870.0,374,49,1048.5900000000001,2,Mid-Value
2048,14920.0,212,62,1048.6099999999997,2,Mid-Value
3926,16835.0,127,56,1049.45,1,Low-Value
4119,17034.0,15,45,1049.84,1,Low-Value
1168,14019.0,46,43,1050.21,1,Low-Value
2426,15310.0,478,25,1051.16,0,Lost Customer
3242,16140.0,65,43,1051.18,1,Low-Value
535,13360.0,431,39,1052.9500000000003,2,Mid-Value
886,13723.0,216,48,1053.28,2,Mid-Value
4322,17239.0,312,26,1053.8999999999999,2,Mid-Value
5041,17977.0,28,71,1054.3100000000002,1,Low-Value
3847,16756.0,214,60,1054.7999999999997,2,Mid-Value
419,13240.0,95,127,1056.13,1,Low-Value
991,13838.0,5,213,1057.6100000000008,4,High-Value
472,13294.0,189,62,1058.5599999999997,1,Low-Value
1894,14759.0,4,64,1059.8400000000001,1,Low-Value
5297,18235.0,71,55,1061.0000000000002,1,Low-Value
4763,17694.0,141,44,1062.13,1,Low-Value
4530,17454.0,191,85,1063.51,1,Low-Value
1991,14859.0,12,43,1064.9199999999998,1,Low-Value
4518,17438.0,253,51,1065.13,2,Mid-Value
4492,17411.0,11,53,1065.8,1,Low-Value
4868,17800.0,36,87,1066.06,1,Low-Value
1723,14587.0,18,199,1066.25,4,High-Value
1651,14512.0,187,66,1066.73,1,Low-Value
4436,17353.0,128,5,1067.0,1,Low-Value
3394,16296.0,625,58,1067.32,0,Lost Customer
2994,15889.0,156,180,1069.4800000000002,4,High-Value
1953,14820.0,20,51,1071.46,1,Low-Value
1889,14754.0,44,94,1071.8300000000002,1,Low-Value
1420,14275.0,395,18,1072.43,2,Mid-Value
4233,17150.0,376,74,1073.2500000000002,2,Mid-Value
411,13232.0,12,151,1073.5800000000004,4,High-Value
3839,16748.0,17,52,1074.53,1,Low-Value
2405,15289.0,28,57,1075.2900000000004,1,Low-Value
3100,15996.0,87,119,1076.0499999999997,1,Low-Value
3494,16398.0,153,47,1081.49,1,Low-Value
1617,14478.0,381,54,1082.89,2,Mid-Value
456,13278.0,40,78,1083.67,1,Low-Value
400,13220.0,77,34,1085.9400000000003,1,Low-Value
4827,17759.0,16,105,1086.3700000000003,1,Low-Value
1568,14427.0,49,34,1086.9799999999998,1,Low-Value
2880,15774.0,68,91,1089.19,1,Low-Value
2101,14984.0,18,36,1089.3100000000004,1,Low-Value
3462,16366.0,18,51,1089.75,1,Low-Value
3805,16714.0,218,74,1090.1299999999997,2,Mid-Value
2770,15661.0,316,34,1090.8500000000004,2,Mid-Value
4723,17653.0,36,36,1091.5700000000002,1,Low-Value
2730,15621.0,3,11,1091.91,1,Low-Value
1524,14383.0,37,49,1092.4199999999998,1,Low-Value
671,13503.0,70,95,1092.75,1,Low-Value
2289,15173.0,380,62,1092.9499999999998,2,Mid-Value
4571,17496.0,358,53,1093.1200000000003,2,Mid-Value
1993,14861.0,51,66,1093.25,1,Low-Value
2442,15326.0,333,75,1093.3500000000001,2,Mid-Value
570,13396.0,28,32,1093.45,1,Low-Value
1828,14693.0,263,61,1093.5899999999997,2,Mid-Value
1283,14136.0,400,72,1093.96,2,Mid-Value
4248,17165.0,283,59,1094.47,2,Mid-Value
4342,17259.0,147,140,1095.38,4,High-Value
731,13566.0,40,198,1097.62,4,High-Value
2283,15167.0,320,158,1098.5600000000006,5,Top Customer
3526,16430.0,56,27,1100.09,1,Low-Value
4118,17033.0,85,32,1100.2700000000002,1,Low-Value
2577,15466.0,84,148,1101.8200000000006,4,High-Value
3712,16620.0,3,57,1102.2099999999998,1,Low-Value
1392,14246.0,110,54,1102.21,1,Low-Value
1347,14201.0,59,49,1103.0800000000002,1,Low-Value
1528,14387.0,32,89,1103.5,1,Low-Value
4697,17624.0,14,65,1103.6,1,Low-Value
813,13649.0,256,79,1104.03,2,Mid-Value
334,13154.0,398,55,1104.0800000000002,2,Mid-Value
5283,18221.0,21,64,1106.16,1,Low-Value
552,13377.0,396,51,1108.15,2,Mid-Value
4644,17571.0,49,152,1110.3700000000001,4,High-Value
1310,14164.0,70,15,1110.97,1,Low-Value
2302,15186.0,13,40,1112.3400000000001,1,Low-Value
3485,16389.0,52,27,1112.6699999999998,1,Low-Value
2232,15116.0,17,37,1112.6900000000003,1,Low-Value
4608,17534.0,53,56,1113.28,1,Low-Value
4262,17179.0,177,106,1115.55,1,Low-Value
3140,16037.0,269,46,1116.4400000000003,2,Mid-Value
4856,17788.0,73,5,1117.9,1,Low-Value
1689,14550.0,10,73,1118.39,1,Low-Value
5099,18036.0,31,182,1119.9900000000002,4,High-Value
4575,17500.0,16,4,1121.5,1,Low-Value
1053,13900.0,182,61,1122.7699999999998,1,Low-Value
3301,16201.0,2,64,1124.1200000000001,1,Low-Value
325,13145.0,39,9,1128.52,1,Low-Value
3425,16329.0,427,69,1129.0600000000002,2,Mid-Value
3980,16891.0,1,227,1129.8100000000009,4,High-Value
4318,17235.0,24,64,1130.1100000000001,1,Low-Value
1264,14116.0,19,55,1130.2,1,Low-Value
2717,15608.0,27,60,1131.6200000000001,1,Low-Value
5242,18180.0,4,67,1131.71,1,Low-Value
3427,16331.0,431,23,1131.8999999999999,2,Mid-Value
2895,15789.0,357,77,1134.9299999999998,2,Mid-Value
3711,16619.0,263,65,1135.6999999999998,2,Mid-Value
1561,14420.0,98,60,1137.5099999999998,1,Low-Value
1089,13939.0,22,72,1137.9299999999998,1,Low-Value
5199,18136.0,62,60,1139.5300000000004,1,Low-Value
205,13023.0,63,55,1140.6899999999998,1,Low-Value
217,13035.0,73,33,1140.7,1,Low-Value
744,13579.0,14,65,1140.9899999999998,1,Low-Value
3995,16906.0,81,130,1143.7500000000007,1,Low-Value
945,13783.0,487,8,1144.29,0,Lost Customer
1449,14305.0,70,58,1144.5000000000002,1,Low-Value
404,13224.0,59,54,1144.6000000000001,1,Low-Value
3080,15976.0,164,199,1144.8900000000008,4,High-Value
2703,15594.0,15,65,1145.3700000000001,1,Low-Value
922,13760.0,53,87,1145.9499999999994,1,Low-Value
5159,18096.0,11,224,1146.1100000000001,4,High-Value
1452,14308.0,548,2,1147.02,0,Lost Customer
580,13407.0,578,40,1148.34,0,Lost Customer
5213,18151.0,134,61,1149.1399999999999,1,Low-Value
3194,16092.0,114,61,1149.5400000000002,1,Low-Value
1719,14583.0,5,259,1151.0400000000002,4,High-Value
2025,14894.0,84,33,1152.15,1,Low-Value
2563,15452.0,29,115,1152.4400000000003,1,Low-Value
4425,17342.0,379,31,1153.6200000000001,2,Mid-Value
2297,15181.0,65,15,1153.6399999999999,1,Low-Value
36,12847.0,21,76,1156.65,1,Low-Value
2745,15636.0,89,44,1157.0599999999997,1,Low-Value
117,12933.0,23,173,1159.43,4,High-Value
2024,14893.0,9,68,1159.69,1,Low-Value
4245,17162.0,28,70,1161.2399999999998,1,Low-Value
903,13740.0,240,66,1161.4399999999996,2,Mid-Value
2287,15171.0,330,4,1162.0,2,Mid-Value
1410,14264.0,154,57,1165.0,1,Low-Value
1478,14336.0,16,61,1165.2700000000002,1,Low-Value
4038,16949.0,3,47,1165.72,1,Low-Value
1421,14276.0,98,67,1167.63,1,Low-Value
3094,15990.0,43,95,1168.0500000000002,1,Low-Value
1324,14178.0,8,197,1168.2099999999994,4,High-Value
3226,16124.0,316,52,1171.2300000000002,2,Mid-Value
1156,14006.0,115,38,1171.2900000000002,1,Low-Value
5098,18035.0,35,48,1171.7900000000006,1,Low-Value
3703,16611.0,185,69,1173.28,1,Low-Value
3861,16770.0,57,191,1173.4100000000005,4,High-Value
231,13049.0,63,22,1173.7600000000002,1,Low-Value
704,13539.0,85,62,1174.0600000000002,1,Low-Value
103,12919.0,7,40,1174.1499999999999,1,Low-Value
2761,15652.0,90,70,1174.5500000000002,1,Low-Value
3962,16872.0,76,17,1175.63,1,Low-Value
5038,17974.0,24,177,1178.56,4,High-Value
4241,17158.0,31,63,1178.87,1,Low-Value
1412,14267.0,162,41,1179.14,1,Low-Value
2640,15531.0,7,116,1179.4799999999993,1,Low-Value
719,13554.0,379,115,1179.8200000000004,2,Mid-Value
4528,17451.0,0,69,1180.24,1,Low-Value
4882,17814.0,374,100,1181.9900000000005,2,Mid-Value
4683,17610.0,539,115,1182.8100000000004,0,Lost Customer
906,13743.0,2,37,1183.1999999999996,1,Low-Value
5125,18062.0,172,38,1185.17,1,Low-Value
2016,14885.0,131,20,1185.72,1,Low-Value
2090,14973.0,106,23,1186.65,1,Low-Value
4614,17540.0,24,46,1187.65,1,Low-Value
4426,17343.0,354,75,1188.7399999999998,2,Mid-Value
4918,17853.0,406,71,1189.5500000000004,2,Mid-Value
1070,13920.0,431,48,1189.69,2,Mid-Value
418,13239.0,261,67,1190.1100000000001,2,Mid-Value
4589,17515.0,30,116,1190.2900000000009,1,Low-Value
3607,16511.0,21,185,1190.6500000000008,4,High-Value
2901,15795.0,149,73,1190.8800000000003,1,Low-Value
1359,14213.0,404,5,1192.2,2,Mid-Value
4663,17590.0,1,132,1193.3399999999997,1,Low-Value
1770,14634.0,437,54,1195.8400000000001,2,Mid-Value
170,12987.0,73,60,1196.8100000000002,1,Low-Value
3988,16899.0,7,114,1198.0299999999997,1,Low-Value
4916,17851.0,421,160,1198.2800000000002,5,Top Customer
2497,15384.0,169,58,1198.66,1,Low-Value
3323,16224.0,56,77,1199.0000000000002,1,Low-Value
3546,16450.0,149,31,1199.16,1,Low-Value
5211,18149.0,50,68,1199.34,1,Low-Value
3269,16169.0,7,53,1199.73,1,Low-Value
3120,16017.0,46,93,1199.9600000000003,1,Low-Value
4832,17764.0,50,107,1200.17,1,Low-Value
2545,15434.0,7,61,1200.41,1,Low-Value
2915,15809.0,35,52,1200.6400000000003,1,Low-Value
2456,15341.0,80,12,1201.22,1,Low-Value
970,13808.0,5,51,1204.0800000000002,1,Low-Value
4676,17603.0,77,65,1204.1600000000003,1,Low-Value
2905,15799.0,75,125,1205.26,1,Low-Value
3151,16049.0,39,244,1206.0400000000002,4,High-Value
3470,16374.0,65,196,1207.8300000000008,4,High-Value
4126,17041.0,26,87,1208.28,1,Low-Value
4903,17837.0,41,125,1211.3900000000006,1,Low-Value
2491,15377.0,382,21,1211.75,2,Mid-Value
4032,16943.0,211,30,1212.79,2,Mid-Value
3816,16725.0,301,208,1212.8800000000015,5,Top Customer
1582,14443.0,53,72,1214.7800000000004,1,Low-Value
2909,15803.0,50,28,1215.2599999999998,1,Low-Value
2716,15607.0,336,68,1215.9800000000002,2,Mid-Value
628,13456.0,17,43,1219.4600000000005,1,Low-Value
1963,14831.0,679,57,1221.4199999999998,0,Lost Customer
5301,18239.0,218,62,1223.36,2,Mid-Value
3181,16079.0,16,18,1224.5000000000002,1,Low-Value
1839,14704.0,10,264,1224.59,4,High-Value
2838,15730.0,65,76,1226.8400000000004,1,Low-Value
782,13617.0,39,102,1227.6500000000005,1,Low-Value
2265,15149.0,133,48,1227.75,1,Low-Value
3198,16096.0,263,41,1228.4799999999998,2,Mid-Value
5006,17941.0,130,6,1229.2800000000002,1,Low-Value
594,13422.0,63,51,1229.3399999999997,1,Low-Value
1501,14360.0,31,61,1230.4700000000003,1,Low-Value
5143,18080.0,18,2,1231.5,1,Low-Value
3996,16907.0,28,137,1232.0100000000007,1,Low-Value
5345,18283.0,3,332,1233.1500000000005,4,High-Value
880,13717.0,31,87,1234.3799999999999,1,Low-Value
1045,13892.0,26,34,1234.4099999999999,1,Low-Value
454,13276.0,63,127,1235.2700000000002,1,Low-Value
3381,16282.0,339,31,1236.66,2,Mid-Value
2859,15751.0,460,113,1237.3400000000006,2,Mid-Value
5185,18122.0,7,214,1239.7500000000014,4,High-Value
3272,16172.0,94,71,1239.9800000000002,1,Low-Value
1334,14188.0,30,42,1240.7600000000002,1,Low-Value
2130,15013.0,487,208,1242.9300000000005,3,Mid-Value
1982,14850.0,311,118,1244.1799999999998,2,Mid-Value
5198,18135.0,28,36,1246.32,1,Low-Value
2308,15192.0,119,66,1246.5700000000002,1,Low-Value
5239,18177.0,30,48,1249.3199999999997,1,Low-Value
486,13308.0,22,46,1249.4700000000003,1,Low-Value
2317,15201.0,86,59,1249.9900000000002,1,Low-Value
4764,17695.0,131,38,1251.1400000000003,1,Low-Value
3210,16108.0,84,77,1251.3400000000004,1,Low-Value
4173,17088.0,27,69,1256.8400000000001,1,Low-Value
2511,15400.0,91,25,1257.3000000000002,1,Low-Value
4373,17290.0,3,144,1260.28,4,High-Value
1754,14618.0,8,47,1260.87,1,Low-Value
3338,16239.0,56,27,1263.6000000000001,1,Low-Value
3015,15911.0,623,169,1264.39,3,Mid-Value
4004,16915.0,8,51,1264.5300000000007,1,Low-Value
3113,16010.0,245,205,1264.810000000001,5,Top Customer
3916,16825.0,38,40,1266.5900000000004,1,Low-Value
683,13516.0,20,42,1266.9399999999998,1,Low-Value
3746,16654.0,140,60,1267.2199999999998,1,Low-Value
4655,17582.0,235,88,1269.0399999999997,2,Mid-Value
5266,18204.0,70,106,1269.4099999999996,1,Low-Value
2536,15425.0,399,84,1269.9799999999998,2,Mid-Value
5338,18276.0,43,67,1270.0700000000004,1,Low-Value
5169,18106.0,329,139,1271.7800000000009,5,Top Customer
255,13074.0,510,23,1273.74,0,Lost Customer
1344,14198.0,17,71,1273.8400000000001,1,Low-Value
2035,14904.0,1,83,1274.2699999999998,1,Low-Value
1764,14628.0,90,52,1274.79,1,Low-Value
2244,15128.0,59,83,1277.0400000000002,1,Low-Value
4355,17272.0,41,59,1278.5099999999995,1,Low-Value
1720,14584.0,168,147,1279.3900000000003,4,High-Value
550,13375.0,88,43,1281.12,1,Low-Value
2218,15101.0,8,45,1281.6599999999999,1,Low-Value
2981,15876.0,408,9,1282.8199999999997,2,Mid-Value
3275,16175.0,93,68,1284.3800000000003,1,Low-Value
1042,13889.0,92,54,1284.8300000000002,1,Low-Value
2330,15214.0,1,83,1285.7100000000003,1,Low-Value
3731,16639.0,30,56,1286.03,1,Low-Value
2729,15620.0,56,84,1286.9299999999998,1,Low-Value
4235,17152.0,194,12,1287.25,1,Low-Value
3168,16066.0,16,76,1288.2,1,Low-Value
1074,13924.0,1,79,1288.9700000000003,1,Low-Value
2188,15071.0,93,45,1289.01,1,Low-Value
4404,17321.0,7,143,1289.0500000000009,4,High-Value
1541,14400.0,148,45,1292.3199999999997,1,Low-Value
1830,14695.0,518,64,1293.44,0,Lost Customer
2395,15279.0,354,75,1294.4400000000003,2,Mid-Value
3720,16628.0,29,64,1295.73,1,Low-Value
649,13478.0,468,72,1296.3999999999999,2,Mid-Value
962,13800.0,309,43,1297.1799999999998,2,Mid-Value
3886,16795.0,364,174,1298.16,5,Top Customer
1470,14327.0,162,67,1299.45,1,Low-Value
4049,16960.0,38,249,1302.7400000000007,4,High-Value
2226,15110.0,23,43,1302.8500000000004,1,Low-Value
2267,15151.0,422,36,1305.4299999999998,2,Mid-Value
4305,17222.0,64,95,1305.6600000000003,1,Low-Value
2249,15133.0,127,36,1306.2999999999997,1,Low-Value
3156,16054.0,144,64,1306.5700000000008,1,Low-Value
1731,14595.0,19,80,1306.93,1,Low-Value
3473,16377.0,266,10,1308.48,2,Mid-Value
816,13652.0,45,80,1309.36,1,Low-Value
3076,15972.0,455,89,1309.4499999999996,2,Mid-Value
1299,14152.0,74,84,1310.4499999999996,1,Low-Value
348,13168.0,35,117,1314.3600000000004,1,Low-Value
4705,17633.0,30,63,1314.7600000000002,1,Low-Value
3726,16634.0,222,65,1315.48,2,Mid-Value
4218,17135.0,15,92,1315.9600000000003,1,Low-Value
3145,16042.0,21,72,1316.3800000000006,1,Low-Value
1487,14346.0,120,80,1320.48,1,Low-Value
1616,14477.0,19,9,1321.8,1,Low-Value
808,13644.0,15,75,1322.06,1,Low-Value
3091,15987.0,11,109,1323.0700000000002,1,Low-Value
1277,14130.0,318,134,1323.2900000000006,2,Mid-Value
329,13149.0,13,63,1323.6399999999999,1,Low-Value
914,13752.0,123,78,1324.5000000000002,1,Low-Value
3475,16379.0,3,61,1324.6200000000001,1,Low-Value
3570,16474.0,6,206,1326.9300000000012,4,High-Value
3865,16774.0,67,104,1328.8600000000004,1,Low-Value
4512,17432.0,17,184,1329.7800000000007,4,High-Value
2369,15253.0,15,70,1331.7900000000004,1,Low-Value
1759,14623.0,31,163,1332.3600000000006,4,High-Value
3135,16032.0,455,134,1334.39,2,Mid-Value
4855,17787.0,152,86,1336.1399999999994,1,Low-Value
382,13202.0,393,53,1336.18,2,Mid-Value
3678,16586.0,248,24,1336.5800000000002,2,Mid-Value
812,13648.0,399,77,1336.8500000000004,2,Mid-Value
1170,14021.0,154,68,1338.6999999999998,1,Low-Value
606,13434.0,73,27,1338.9600000000003,1,Low-Value
3444,16348.0,31,168,1339.8900000000006,4,High-Value
4124,17039.0,603,26,1340.5700000000002,0,Lost Customer
1224,14075.0,4,53,1342.5899999999997,1,Low-Value
3742,16650.0,71,65,1342.8399999999997,1,Low-Value
4800,17731.0,78,75,1344.8,1,Low-Value
3950,16860.0,452,32,1345.2200000000003,2,Mid-Value
60,12873.0,281,22,1345.3000000000002,2,Mid-Value
4713,17642.0,119,78,1349.56,1,Low-Value
1985,14853.0,23,29,1349.8300000000002,1,Low-Value
4434,17351.0,35,48,1349.98,1,Low-Value
4242,17159.0,21,74,1351.2199999999998,1,Low-Value
1845,14710.0,13,261,1355.4100000000017,4,High-Value
61,12875.0,142,8,1356.99,1,Low-Value
4327,17244.0,52,83,1358.0400000000004,1,Low-Value
540,13365.0,33,71,1358.5899999999997,1,Low-Value
874,13711.0,218,70,1358.9300000000003,2,Mid-Value
4273,17190.0,58,117,1359.3200000000004,1,Low-Value
2660,15551.0,36,110,1360.0400000000004,1,Low-Value
3274,16174.0,125,34,1360.15,1,Low-Value
3389,16290.0,464,80,1360.2200000000003,2,Mid-Value
923,13761.0,49,80,1363.4299999999998,1,Low-Value
1822,14687.0,106,38,1364.08,1,Low-Value
647,13476.0,178,69,1364.87,1,Low-Value
1865,14730.0,0,275,1365.7800000000016,4,High-Value
2533,15422.0,322,95,1366.4200000000003,2,Mid-Value
2336,15220.0,51,83,1366.9399999999996,1,Low-Value
4131,17046.0,156,54,1367.35,1,Low-Value
1227,14078.0,101,115,1367.6200000000001,1,Low-Value
1187,14038.0,77,70,1367.8199999999995,1,Low-Value
4735,17666.0,3,31,1369.05,1,Low-Value
3314,16214.0,170,61,1369.3200000000002,1,Low-Value
1358,14212.0,89,12,1369.34,1,Low-Value
2615,15506.0,22,168,1370.88,4,High-Value
4031,16942.0,12,173,1371.9400000000012,4,High-Value
915,13753.0,287,47,1371.97,2,Mid-Value
1575,14434.0,21,12,1372.8,1,Low-Value
4921,17856.0,1,14,1373.0300000000002,1,Low-Value
3332,16233.0,70,48,1374.4000000000003,1,Low-Value
4682,17609.0,40,235,1376.9600000000003,4,High-Value
3885,16794.0,0,304,1377.8200000000013,4,High-Value
2714,15605.0,35,77,1381.0899999999997,1,Low-Value
3623,16529.0,189,89,1382.68,1,Low-Value
944,13782.0,12,170,1387.020000000001,4,High-Value
2104,14987.0,15,13,1387.45,1,Low-Value
2339,15223.0,225,33,1388.2500000000002,2,Mid-Value
4433,17350.0,7,96,1391.811,1,Low-Value
1382,14236.0,80,34,1396.0800000000002,1,Low-Value
5054,17990.0,236,48,1396.1200000000001,2,Mid-Value
1858,14723.0,9,258,1398.8000000000009,4,High-Value
1037,13884.0,6,126,1398.9299999999998,1,Low-Value
2250,15134.0,14,71,1400.0900000000001,1,Low-Value
364,13184.0,14,143,1400.1700000000005,4,High-Value
1692,14553.0,18,171,1400.7900000000004,4,High-Value
1883,14748.0,28,84,1401.5800000000002,1,Low-Value
3515,16419.0,112,81,1403.6000000000001,1,Low-Value
2767,15658.0,189,64,1404.3799999999999,1,Low-Value
159,12975.0,436,70,1404.4399999999998,2,Mid-Value
3991,16902.0,115,29,1408.93,1,Low-Value
3236,16134.0,21,69,1409.68,1,Low-Value
2921,15815.0,63,32,1410.7,1,Low-Value
3949,16859.0,144,72,1411.79,1,Low-Value
1366,14220.0,246,33,1411.9499999999998,2,Mid-Value
4951,17886.0,31,118,1416.4700000000005,1,Low-Value
55,12868.0,185,89,1418.0900000000004,1,Low-Value
4428,17345.0,14,166,1418.9500000000003,4,High-Value
756,13591.0,64,65,1420.5799999999997,1,Low-Value
236,13055.0,77,90,1421.4,1,Low-Value
3592,16496.0,8,79,1423.5100000000002,1,Low-Value
5179,18116.0,67,295,1423.6800000000005,4,High-Value
3663,16569.0,2,31,1424.1499999999999,1,Low-Value
1638,14499.0,25,179,1425.1800000000007,4,High-Value
2513,15402.0,148,95,1427.9600000000007,1,Low-Value
1779,14643.0,169,49,1428.1299999999999,1,Low-Value
1272,14125.0,10,82,1428.9999999999995,1,Low-Value
3365,16266.0,73,86,1429.340000000001,1,Low-Value
674,13507.0,2,92,1431.2399999999998,1,Low-Value
1876,14741.0,11,56,1432.2900000000004,1,Low-Value
2639,15530.0,21,103,1432.72,1,Low-Value
2454,15339.0,65,149,1433.3600000000004,4,High-Value
443,13265.0,52,51,1434.4999999999998,1,Low-Value
2043,14915.0,90,69,1435.7500000000002,1,Low-Value
3190,16088.0,575,6,1437.43,0,Lost Customer
4932,17867.0,29,77,1439.6900000000005,1,Low-Value
3614,16520.0,185,198,1440.6600000000008,4,High-Value
3334,16235.0,40,81,1440.9100000000003,1,Low-Value
3903,16812.0,360,60,1443.14,2,Mid-Value
2027,14896.0,204,186,1443.4000000000003,5,Top Customer
3606,16510.0,371,90,1445.9,2,Mid-Value
3817,16726.0,25,168,1446.2300000000007,4,High-Value
1537,14396.0,64,155,1447.4300000000007,4,High-Value
3969,16880.0,30,134,1447.6599999999999,1,Low-Value
394,13214.0,417,100,1448.2600000000002,2,Mid-Value
1351,14205.0,16,65,1448.8000000000004,1,Low-Value
2280,15164.0,68,228,1451.3700000000001,4,High-Value
2368,15252.0,35,70,1451.7899999999997,1,Low-Value
1164,14014.0,76,52,1451.8800000000003,1,Low-Value
2273,15157.0,3,69,1453.8500000000001,1,Low-Value
4132,17047.0,84,85,1455.1100000000004,1,Low-Value
546,13371.0,504,46,1457.6299999999999,0,Lost Customer
3374,16275.0,196,72,1458.4100000000003,1,Low-Value
3167,16065.0,364,205,1459.5900000000004,5,Top Customer
5073,18009.0,234,132,1460.7000000000005,2,Mid-Value
3348,16249.0,52,52,1460.8600000000001,1,Low-Value
458,13280.0,121,133,1461.3500000000006,1,Low-Value
2388,15272.0,56,157,1466.6900000000007,4,High-Value
1475,14332.0,22,46,1466.7000000000003,1,Low-Value
3203,16101.0,70,86,1466.8000000000004,1,Low-Value
1661,14522.0,23,38,1466.8700000000003,1,Low-Value
4092,17006.0,4,104,1467.02,1,Low-Value
3649,16555.0,34,49,1467.9999999999998,1,Low-Value
2381,15265.0,150,82,1468.3700000000003,1,Low-Value
3305,16205.0,30,141,1472.170000000001,4,High-Value
208,13026.0,0,63,1473.9399999999998,1,Low-Value
827,13663.0,178,64,1474.0099999999998,1,Low-Value
2179,15062.0,70,88,1474.62,1,Low-Value
775,13610.0,11,264,1475.3000000000025,4,High-Value
3297,16197.0,468,62,1476.0600000000004,2,Mid-Value
5058,17994.0,121,180,1476.5400000000006,4,High-Value
4726,17656.0,72,66,1477.41,1,Low-Value
1827,14692.0,136,130,1477.8899999999999,1,Low-Value
96,12912.0,2,20,1478.7,1,Low-Value
3221,16119.0,7,43,1481.1100000000004,1,Low-Value
3146,16043.0,36,53,1481.1399999999999,1,Low-Value
868,13705.0,7,60,1481.9899999999998,1,Low-Value
